Cliente_ID,Edad,Genero,Saldo,Activo,Nivel_de_Satisfaccion
666,47.0,M,21495.59,1.0,4.0
667,69.0,M,25429.34,1.0,4.0
668,55.0,N,19191.1,1.0,4.0
669,26.0,F,0.0,1.0,5.0
670,29.0,F,50715.93,1.0,5.0
671,0.0,M,94695.91,1.0,5.0
672,0.0,M,74460.06,1.0,4.0
673,18.0,M,92169.76,0.0,5.0
674,0.0,M,0.0,0.0,5.0
675,32.0,F,58168.27,1.0,5.0
676,40.0,M,47417.48,0.0,4.0
677,42.0,M,75949.85,1.0,5.0
678,0.0,M,74689.77,1.0,4.0
679,64.0,F,66486.33,1.0,2.0
680,45.0,M,6400.99,1.0,1.0
681,59.0,F,72173.12,0.0,0.0
682,68.0,M,36183.42,0.0,1.0
683,43.0,F,47387.63,0.0,3.0
684,60.0,M,45493.02,1.0,1.0
685,36.0,F,50168.61,1.0,3.0
686,38.0,M,0.0,1.0,5.0
687,62.0,M,98647.48,1.0,4.0
688,78.0,N,32888.8,1.0,4.0
689,23.0,N,10198.95,1.0,3.0
690,45.0,F,75595.62,0.0,2.0
691,24.0,M,51339.77,1.0,2.0
692,61.0,M,81942.56,1.0,2.0
693,55.0,M,79818.48,1.0,5.0
694,71.0,M,35424.58,0.0,4.0
695,29.0,M,28405.83,1.0,3.0
696,69.0,M,58108.79,0.0,3.0
697,27.0,M,8844.06,1.0,2.0
698,42.0,F,65528.11,0.0,3.0
699,0.0,M,96488.32,1.0,3.0
700,40.0,N,26591.65,1.0,0.0
701,45.0,N,0.0,0.0,4.0
702,64.0,F,84445.78,1.0,4.0
703,56.0,F,85880.41,0.0,4.0
704,19.0,M,2343.22,1.0,3.0
705,39.0,M,84843.03,0.0,1.0
706,59.0,F,84207.02,0.0,3.0
707,22.0,M,47883.6,0.0,5.0
708,56.0,M,91830.81,0.0,0.0
709,26.0,F,11535.72,0.0,1.0
710,73.0,M,81407.15,0.0,4.0
711,67.0,M,13512.6,0.0,2.0
712,28.0,F,11567.92,0.0,4.0
713,61.0,M,47948.79,0.0,1.0
714,0.0,N,93085.98,0.0,4.0
715,63.0,F,23564.82,1.0,1.0
716,0.0,M,76290.47,0.0,5.0
717,33.0,M,27824.9,0.0,4.0
718,23.0,M,0.0,0.0,0.0
719,24.0,M,24017.89,1.0,3.0
720,47.0,F,18364.08,0.0,2.0
721,64.0,M,27758.14,0.0,5.0
722,59.0,F,4123.64,1.0,2.0
723,0.0,M,72590.91,0.0,1.0
724,73.0,M,0.0,0.0,4.0
725,75.0,F,43237.21,0.0,5.0
726,25.0,F,55621.47,0.0,4.0
727,41.0,F,79304.35,0.0,1.0
728,40.0,N,93448.41,0.0,2.0
729,58.0,F,34578.13,0.0,0.0
730,62.0,N,50715.71,0.0,1.0
731,31.0,F,19826.29,1.0,3.0
732,55.0,M,33621.19,1.0,4.0
733,47.0,F,24844.54,0.0,5.0
734,67.0,M,0.0,0.0,1.0
735,39.0,N,50989.75,0.0,4.0
736,60.0,F,36561.85,0.0,3.0
737,58.0,M,15303.53,0.0,0.0
738,22.0,F,49266.47,0.0,1.0
739,23.0,M,16309.66,0.0,2.0
740,0.0,M,74398.49,0.0,4.0
741,68.0,M,60194.29,0.0,3.0
742,75.0,F,70304.24,1.0,3.0
743,32.0,M,96791.31,0.0,4.0
744,34.0,M,0.0,0.0,3.0
745,0.0,M,0.0,0.0,1.0
746,49.0,M,72266.29,0.0,5.0
747,56.0,M,32001.96,1.0,0.0
748,49.0,N,4988.24,0.0,0.0
749,46.0,F,27072.17,1.0,1.0
750,64.0,F,35977.89,0.0,5.0
751,24.0,F,50938.22,0.0,1.0
752,65.0,F,79156.1,0.0,4.0
753,68.0,F,0.0,0.0,5.0
754,0.0,F,18698.07,0.0,4.0
755,0.0,F,91465.16,1.0,2.0
756,0.0,F,28717.44,0.0,2.0
757,57.0,F,19037.05,0.0,3.0
758,40.0,M,44953.84,0.0,5.0
759,18.0,M,0.0,1.0,1.0
760,54.0,M,55126.94,0.0,5.0
761,64.0,F,37779.84,0.0,3.0
762,69.0,F,29322.24,0.0,4.0
763,74.0,M,54992.38,0.0,3.0
764,62.0,F,45175.54,1.0,2.0
765,73.0,M,55719.18,0.0,4.0
766,66.0,M,94078.35,0.0,5.0
767,0.0,M,6904.75,1.0,2.0
768,54.0,F,8388.97,1.0,3.0
769,64.0,M,38486.85,1.0,4.0
770,19.0,F,0.0,0.0,5.0
771,44.0,M,81530.51,1.0,5.0
772,42.0,M,67755.13,1.0,1.0
773,46.0,M,52929.75,1.0,4.0
774,47.0,M,0.0,0.0,5.0
775,21.0,M,37047.35,0.0,3.0
776,31.0,M,27330.84,0.0,1.0
777,75.0,M,90177.19,1.0,5.0
778,42.0,F,0.0,0.0,3.0
779,75.0,N,12061.14,0.0,1.0
780,57.0,N,55358.82,0.0,1.0
781,42.0,F,42456.82,0.0,4.0
782,52.0,F,65989.04,1.0,4.0
783,50.0,F,72344.89,0.0,3.0
784,69.0,N,1571.33,0.0,4.0
785,29.0,F,44236.89,1.0,1.0
786,27.0,F,62166.42,1.0,5.0
787,46.0,M,84050.09,0.0,1.0
788,19.0,F,82337.91,0.0,4.0
789,46.0,M,45530.65,0.0,2.0
790,54.0,F,1389.08,0.0,4.0
791,66.0,M,23326.54,1.0,5.0
792,40.0,N,21909.33,1.0,5.0
793,72.0,N,0.0,0.0,3.0
794,31.0,N,23066.89,0.0,3.0
795,52.0,F,38414.42,1.0,5.0
796,62.0,M,64863.56,0.0,5.0
797,56.0,F,78549.0,0.0,2.0
798,38.0,M,6520.04,1.0,2.0
799,47.0,M,88370.71,0.0,2.0
800,41.0,N,0.0,0.0,3.0
801,68.0,F,32236.57,0.0,4.0
802,76.0,N,41807.4,0.0,0.0
803,75.0,M,43823.0,0.0,4.0
804,63.0,F,40448.49,0.0,1.0
805,53.0,F,71517.04,1.0,1.0
806,41.0,N,60622.47,0.0,3.0
807,32.0,M,78387.54,0.0,3.0
808,58.0,M,30790.8,0.0,2.0
809,37.0,F,28854.11,1.0,0.0
810,0.0,F,43127.04,0.0,2.0
811,23.0,M,29680.55,1.0,5.0
812,59.0,N,86003.81,1.0,1.0
813,62.0,F,54705.73,0.0,2.0
814,71.0,M,72269.6,0.0,1.0
815,0.0,N,63433.13,0.0,1.0
816,24.0,M,57872.06,0.0,0.0
817,54.0,F,0.0,0.0,2.0
818,44.0,M,9316.7,1.0,2.0
819,18.0,N,1160.84,0.0,5.0
820,77.0,M,16867.15,0.0,0.0
821,45.0,N,0.0,0.0,3.0
822,60.0,M,4671.61,1.0,3.0
823,61.0,M,80282.96,1.0,2.0
824,18.0,N,0.0,1.0,2.0
825,0.0,M,99870.02,0.0,2.0
826,33.0,F,53468.66,0.0,1.0
827,61.0,M,39465.68,1.0,1.0
828,73.0,F,93735.5,1.0,5.0
829,30.0,M,38105.51,0.0,1.0
830,56.0,F,40166.26,1.0,4.0
831,49.0,M,21340.83,1.0,0.0
832,60.0,M,0.0,1.0,5.0
833,50.0,N,60872.54,0.0,4.0
834,70.0,M,13598.57,1.0,1.0
835,23.0,F,77903.18,1.0,2.0
836,76.0,M,75365.77,0.0,4.0
837,64.0,M,0.0,0.0,1.0
838,19.0,F,99328.02,1.0,1.0
839,42.0,M,33747.78,1.0,2.0
840,21.0,M,65023.93,1.0,4.0
841,22.0,F,78574.27,1.0,5.0
842,0.0,M,29178.76,0.0,4.0
843,22.0,M,6404.86,1.0,4.0
844,40.0,N,50142.29,0.0,1.0
845,65.0,M,96028.94,1.0,3.0
846,75.0,M,10087.73,0.0,1.0
847,66.0,F,57712.81,0.0,2.0
848,76.0,M,0.0,0.0,4.0
849,24.0,M,71992.58,0.0,1.0
850,20.0,F,0.0,0.0,1.0
851,75.0,F,98737.48,0.0,4.0
852,39.0,F,71966.03,1.0,3.0
853,34.0,F,5127.23,1.0,5.0
854,20.0,F,13042.89,0.0,5.0
855,75.0,M,71568.62,1.0,3.0
856,28.0,M,13900.7,1.0,1.0
857,51.0,M,27584.54,1.0,3.0
858,76.0,M,78344.04,0.0,1.0
859,79.0,F,61291.55,0.0,2.0
860,73.0,F,18300.43,0.0,3.0
861,27.0,M,92228.36,0.0,1.0
862,20.0,M,9221.65,0.0,1.0
863,22.0,M,20653.29,0.0,4.0
864,63.0,M,69195.55,1.0,3.0
865,40.0,F,50921.52,0.0,1.0
866,25.0,N,82324.02,0.0,3.0
867,78.0,F,0.0,0.0,1.0
868,37.0,M,53923.12,0.0,3.0
869,79.0,M,80834.32,1.0,3.0
870,35.0,M,82313.34,1.0,5.0
871,41.0,F,5496.25,0.0,3.0
872,54.0,F,42124.92,1.0,5.0
873,54.0,N,79613.7,1.0,2.0
874,37.0,F,48896.93,0.0,2.0
875,21.0,F,96833.43,1.0,1.0
876,45.0,M,30055.32,0.0,5.0
877,0.0,M,76618.52,1.0,5.0
878,70.0,M,44577.78,0.0,2.0
879,22.0,F,26164.47,0.0,2.0
880,23.0,M,71634.89,0.0,4.0
881,0.0,F,91961.98,0.0,4.0
882,61.0,F,92552.17,1.0,5.0
883,0.0,M,7758.79,0.0,2.0
884,43.0,N,69565.51,1.0,5.0
885,78.0,F,42328.56,1.0,0.0
886,37.0,M,62844.14,0.0,0.0
887,54.0,F,55027.88,0.0,1.0
888,19.0,F,0.0,1.0,3.0
889,34.0,M,59304.14,1.0,2.0
890,30.0,M,68162.77,0.0,1.0
891,36.0,F,80429.27,1.0,1.0
892,69.0,M,19792.99,0.0,5.0
893,58.0,M,82859.34,0.0,1.0
894,35.0,F,74425.33,0.0,2.0
895,61.0,F,17670.17,1.0,0.0
896,27.0,F,54643.26,1.0,4.0
897,55.0,F,96213.28,1.0,1.0
898,68.0,M,7210.41,0.0,2.0
899,40.0,N,52064.78,0.0,2.0
900,19.0,F,29397.31,0.0,5.0
901,43.0,F,96219.8,0.0,2.0
902,69.0,F,74713.84,0.0,0.0
903,71.0,N,13213.71,0.0,3.0
904,34.0,F,36896.94,0.0,1.0
905,33.0,M,33974.74,0.0,5.0
906,22.0,M,0.0,0.0,2.0
907,50.0,F,70609.28,0.0,0.0
908,60.0,N,85841.39,0.0,3.0
909,18.0,F,47121.24,0.0,3.0
910,26.0,M,34939.42,0.0,2.0
911,78.0,F,67522.01,0.0,4.0
912,28.0,F,17708.76,0.0,1.0
913,0.0,N,41628.83,0.0,3.0
914,0.0,F,37942.76,1.0,5.0
915,26.0,M,43774.06,0.0,5.0
916,71.0,F,77387.84,0.0,5.0
917,45.0,M,37680.74,0.0,2.0
918,0.0,F,59948.37,0.0,2.0
919,76.0,M,88962.87,1.0,4.0
920,55.0,F,79870.44,1.0,0.0
921,39.0,M,81690.69,1.0,3.0
922,65.0,F,22678.89,0.0,0.0
923,68.0,M,32187.99,1.0,3.0
924,24.0,F,39532.23,1.0,1.0
925,74.0,M,22957.54,0.0,1.0
926,45.0,F,15269.46,1.0,0.0
927,63.0,M,96315.28,0.0,3.0
928,46.0,M,0.0,1.0,2.0
929,45.0,M,70675.79,0.0,0.0
930,30.0,F,20366.64,1.0,0.0
931,48.0,M,54807.39,1.0,1.0
932,53.0,F,0.0,0.0,0.0
933,56.0,M,67069.92,1.0,1.0
934,47.0,M,37143.54,0.0,3.0
935,45.0,F,83056.23,1.0,2.0
936,26.0,F,1087.76,1.0,4.0
937,45.0,F,81040.98,1.0,2.0
938,18.0,M,94550.79,0.0,2.0
939,32.0,M,44897.55,0.0,0.0
940,53.0,F,96339.04,1.0,1.0
941,72.0,F,42569.23,0.0,4.0
942,76.0,M,22736.34,0.0,5.0
943,0.0,F,44760.19,1.0,5.0
944,56.0,N,0.0,0.0,4.0
945,30.0,F,62669.72,0.0,2.0
946,58.0,F,85416.86,0.0,5.0
947,0.0,F,35407.0,1.0,2.0
948,70.0,M,71459.44,0.0,1.0
949,35.0,F,4323.5,0.0,4.0
950,18.0,N,36759.13,1.0,2.0
951,20.0,F,9984.57,1.0,3.0
952,0.0,M,20419.7,0.0,3.0
953,70.0,F,75186.0,0.0,1.0
954,32.0,M,43962.46,1.0,2.0
955,37.0,F,43848.65,1.0,3.0
956,38.0,M,63702.53,1.0,5.0
957,35.0,M,33872.86,1.0,5.0
958,56.0,M,7881.47,0.0,0.0
959,48.0,F,1313.47,0.0,5.0
960,60.0,F,92273.55,1.0,5.0
961,28.0,M,86050.14,1.0,1.0
962,47.0,F,13716.12,0.0,1.0
963,42.0,M,0.0,0.0,1.0
964,32.0,M,75906.25,0.0,2.0
965,66.0,F,55474.5,1.0,2.0
966,53.0,M,87828.51,1.0,4.0
967,51.0,F,82892.13,1.0,4.0
968,21.0,F,0.0,0.0,1.0
969,0.0,F,76182.46,0.0,1.0
970,23.0,M,88309.45,1.0,3.0
971,54.0,F,39587.92,0.0,1.0
972,40.0,F,0.0,0.0,1.0
973,21.0,F,97209.08,0.0,3.0
974,65.0,M,88956.68,0.0,2.0
975,50.0,F,0.0,0.0,5.0
976,0.0,M,16156.46,1.0,4.0
977,40.0,F,58071.93,0.0,3.0
978,41.0,M,62091.62,1.0,1.0
979,34.0,F,37071.13,0.0,1.0
980,25.0,M,11637.74,0.0,1.0
981,45.0,M,97187.58,1.0,2.0
982,20.0,F,0.0,0.0,3.0
983,37.0,M,71098.9,0.0,0.0
984,54.0,F,85535.5,1.0,1.0
985,0.0,N,50133.3,1.0,1.0
986,23.0,F,58954.91,0.0,1.0
987,33.0,F,67185.48,0.0,3.0
988,57.0,M,0.0,0.0,3.0
989,34.0,F,99093.81,1.0,4.0
990,53.0,M,71446.94,0.0,5.0
991,46.0,N,63184.84,1.0,2.0
992,36.0,M,24099.69,1.0,5.0
993,28.0,M,0.0,1.0,1.0
994,0.0,M,61713.75,0.0,3.0
995,0.0,F,8161.79,0.0,4.0
996,31.0,F,43980.95,0.0,3.0
997,61.0,M,80050.41,0.0,2.0
998,0.0,F,4918.7,0.0,1.0
999,0.0,M,0.0,0.0,1.0
1000,0.0,M,60635.59,1.0,2.0
1001,63.0,F,97413.29,0.0,2.0
1002,23.0,N,51902.66,0.0,2.0
1003,29.0,M,5629.52,1.0,3.0
1004,27.0,M,57854.66,0.0,3.0
1005,75.0,F,11132.41,0.0,2.0
1006,50.0,M,29405.63,1.0,5.0
1007,67.0,F,12003.68,0.0,3.0
1008,18.0,F,99862.66,1.0,1.0
1009,76.0,F,90361.01,0.0,3.0
1010,56.0,F,88143.64,1.0,4.0
1011,51.0,F,60518.52,1.0,3.0
1012,31.0,F,13528.14,0.0,3.0
1013,75.0,M,0.0,1.0,3.0
1014,0.0,M,36578.89,1.0,4.0
1015,60.0,F,64112.67,1.0,5.0
1016,79.0,M,0.0,0.0,4.0
1017,54.0,F,0.0,1.0,1.0
1018,31.0,F,20303.26,1.0,3.0
1019,35.0,M,95529.06,0.0,5.0
1020,58.0,F,0.0,0.0,3.0
1021,67.0,M,67306.72,0.0,3.0
1022,71.0,F,64522.77,1.0,4.0
1023,57.0,F,88017.56,1.0,4.0
1024,38.0,F,34600.4,1.0,5.0
1025,53.0,F,95206.93,1.0,5.0
1026,22.0,N,8009.4,0.0,2.0
1027,39.0,M,22497.06,0.0,3.0
1028,64.0,M,2050.61,0.0,5.0
1029,74.0,M,29933.18,0.0,5.0
1030,73.0,F,75978.25,1.0,5.0
1031,20.0,F,94315.49,0.0,2.0
1032,74.0,F,0.0,0.0,4.0
1033,39.0,M,9876.66,1.0,1.0
1034,79.0,F,60059.27,0.0,1.0
1035,59.0,M,62450.52,1.0,2.0
1036,79.0,F,81013.12,1.0,4.0
1037,0.0,M,26156.14,0.0,4.0
1038,34.0,F,25386.83,1.0,5.0
1039,52.0,F,58601.39,0.0,5.0
1040,54.0,F,73904.16,0.0,2.0
1041,26.0,F,58029.21,1.0,3.0
1042,0.0,M,93410.0,0.0,5.0
1043,66.0,F,50318.19,0.0,5.0
1044,33.0,F,93857.09,1.0,1.0
1045,69.0,F,0.0,1.0,3.0
1046,41.0,N,0.0,0.0,5.0
1047,63.0,M,10089.6,0.0,4.0
1048,38.0,F,76166.87,0.0,3.0
1049,33.0,F,49006.98,0.0,2.0
1050,19.0,N,35024.6,1.0,4.0
1051,30.0,M,0.0,0.0,2.0
1052,41.0,F,43702.42,0.0,1.0
1053,70.0,F,42970.26,0.0,3.0
1054,38.0,F,73611.95,0.0,2.0
1055,0.0,M,0.0,0.0,0.0
1056,26.0,F,67277.19,0.0,1.0
1057,0.0,F,84223.44,1.0,1.0
1058,38.0,M,46248.87,0.0,5.0
1059,71.0,F,87147.7,1.0,1.0
1060,73.0,M,4720.12,0.0,3.0
1061,0.0,F,61757.87,0.0,4.0
1062,24.0,F,12791.25,0.0,2.0
1063,72.0,M,73472.46,1.0,1.0
1064,55.0,F,69282.75,1.0,1.0
1065,25.0,M,43487.95,0.0,5.0
1066,60.0,M,25909.02,0.0,5.0
1067,41.0,N,1079.45,1.0,3.0
1068,48.0,F,38952.51,1.0,2.0
1069,74.0,F,0.0,0.0,0.0
1070,79.0,M,99517.71,1.0,1.0
1071,75.0,M,56932.22,1.0,3.0
1072,0.0,M,29120.74,0.0,4.0
1073,56.0,M,46940.0,1.0,4.0
1074,64.0,M,72426.07,1.0,1.0
1075,55.0,M,82593.03,1.0,5.0
1076,69.0,M,77109.16,0.0,0.0
1077,37.0,M,49040.72,1.0,4.0
1078,20.0,M,52262.81,0.0,3.0
1079,73.0,N,89560.63,1.0,0.0
1080,0.0,F,51564.03,1.0,4.0
1081,69.0,M,54595.52,0.0,5.0
1082,78.0,F,88752.1,1.0,2.0
1083,36.0,F,79403.31,0.0,1.0
1084,48.0,M,37915.05,0.0,5.0
1085,29.0,F,77929.4,0.0,4.0
1086,19.0,F,68544.15,0.0,3.0
1087,75.0,F,75276.71,0.0,4.0
1088,49.0,F,0.0,1.0,4.0
1089,32.0,F,12986.57,0.0,2.0
1090,21.0,F,89852.65,1.0,3.0
1091,52.0,F,2861.96,0.0,1.0
1092,64.0,M,92378.66,1.0,0.0
1093,69.0,M,75045.34,1.0,1.0
1094,28.0,F,57581.74,0.0,2.0
1095,56.0,M,90743.35,0.0,0.0
1096,24.0,M,69894.15,0.0,4.0
1097,70.0,F,1226.23,0.0,4.0
1098,47.0,F,92597.97,1.0,1.0
1099,25.0,F,0.0,1.0,5.0
1100,61.0,M,95655.35,0.0,5.0
1101,25.0,F,9638.78,1.0,0.0
1102,29.0,F,31133.74,1.0,2.0
1103,45.0,M,57883.34,1.0,2.0
1104,19.0,M,31042.57,1.0,4.0
1105,24.0,F,70146.94,0.0,4.0
1106,39.0,F,19634.02,0.0,2.0
1107,24.0,F,58951.49,0.0,4.0
1108,38.0,F,0.0,1.0,5.0
1109,24.0,M,21690.98,1.0,4.0
1110,29.0,M,76904.56,0.0,5.0
1111,69.0,F,48293.9,0.0,4.0
1112,71.0,F,6423.68,1.0,5.0
1113,36.0,M,34236.81,0.0,0.0
1114,75.0,M,81795.06,0.0,1.0
1115,24.0,M,12198.84,0.0,2.0
1116,45.0,M,17902.99,1.0,4.0
1117,61.0,M,75229.84,0.0,0.0
1118,0.0,F,37352.16,0.0,5.0
1119,71.0,M,83495.08,1.0,4.0
1120,76.0,F,46370.33,1.0,0.0
1121,20.0,F,83597.13,1.0,4.0
1122,44.0,M,37275.16,0.0,4.0
1123,72.0,M,78830.97,0.0,3.0
1124,73.0,M,79348.94,1.0,3.0
1125,36.0,F,12158.31,0.0,2.0
1126,67.0,N,12132.98,1.0,4.0
1127,0.0,M,83380.54,1.0,2.0
1128,21.0,M,61910.73,0.0,5.0
1129,45.0,M,38540.98,0.0,0.0
1130,51.0,F,26335.82,0.0,2.0
1131,18.0,M,24284.0,0.0,3.0
1132,0.0,M,57886.26,0.0,2.0
1133,41.0,N,80752.33,0.0,1.0
1134,26.0,F,18507.38,1.0,1.0
1135,32.0,F,86844.74,0.0,4.0
1136,49.0,M,79650.56,1.0,1.0
1137,71.0,F,9512.61,1.0,3.0
1138,59.0,M,58317.25,1.0,2.0
1139,78.0,M,3302.51,0.0,5.0
1140,55.0,F,62957.2,0.0,4.0
1141,57.0,M,86781.16,1.0,5.0
1142,31.0,F,76276.46,1.0,4.0
1143,45.0,N,22398.37,1.0,2.0
1144,33.0,F,90038.99,0.0,4.0
1145,27.0,N,0.0,0.0,2.0
1146,30.0,F,0.0,1.0,5.0
1147,55.0,F,48167.06,1.0,5.0
1148,41.0,M,32560.51,0.0,2.0
1149,77.0,M,76572.53,1.0,5.0
1150,0.0,F,71500.29,0.0,1.0
1151,0.0,F,0.0,0.0,4.0
1152,31.0,N,51259.23,0.0,0.0
1153,61.0,M,67119.63,0.0,5.0
1154,34.0,F,73898.15,1.0,2.0
1155,70.0,M,37778.39,0.0,3.0
1156,30.0,M,51139.71,0.0,4.0
1157,54.0,F,43455.56,0.0,1.0
1158,36.0,F,86000.55,0.0,3.0
1159,63.0,F,44478.2,1.0,5.0
1160,60.0,F,5853.51,1.0,1.0
1161,0.0,M,6000.74,1.0,4.0
1162,18.0,M,23792.03,1.0,1.0
1163,0.0,F,50204.52,0.0,2.0
1164,37.0,M,9892.8,0.0,0.0
1165,33.0,M,87162.36,0.0,2.0
1166,21.0,F,19187.19,1.0,5.0
1167,20.0,F,66378.96,1.0,2.0
1168,21.0,M,9855.06,1.0,3.0
1169,38.0,N,8973.19,1.0,2.0
1170,45.0,M,72670.21,1.0,3.0
1171,21.0,M,0.0,0.0,3.0
1172,19.0,M,31819.74,0.0,5.0
1173,74.0,F,52462.48,1.0,4.0
1174,26.0,F,25644.43,0.0,5.0
1175,66.0,F,67312.59,1.0,3.0
1176,64.0,M,99537.49,0.0,1.0
1177,0.0,N,33741.08,0.0,2.0
1178,75.0,F,32054.75,1.0,0.0
1179,35.0,M,69665.3,1.0,5.0
1180,76.0,F,53508.05,0.0,1.0
1181,51.0,F,78642.1,0.0,5.0
1182,55.0,F,97753.32,0.0,1.0
1183,51.0,N,45157.51,0.0,1.0
1184,47.0,F,41135.82,1.0,4.0
1185,44.0,N,17631.2,0.0,4.0
1186,36.0,M,81293.29,0.0,3.0
1187,72.0,F,20796.3,0.0,1.0
1188,0.0,F,28853.05,1.0,4.0
1189,56.0,F,94557.62,1.0,1.0
1190,61.0,F,45766.87,0.0,2.0
1191,38.0,M,6313.06,0.0,3.0
1192,44.0,M,99363.32,0.0,3.0
1193,77.0,M,57643.3,0.0,5.0
1194,48.0,M,77475.76,0.0,5.0
1195,0.0,N,61916.67,0.0,4.0
1196,49.0,F,27939.09,0.0,2.0
1197,0.0,F,40206.47,0.0,0.0
1198,42.0,M,19245.44,1.0,4.0
1199,38.0,F,96286.67,0.0,2.0
1200,19.0,F,38650.18,1.0,0.0
1201,48.0,F,98531.6,1.0,0.0
1202,33.0,F,52179.41,1.0,1.0
1203,41.0,M,94637.2,0.0,2.0
1204,39.0,F,77346.07,0.0,1.0
1205,77.0,F,28784.47,0.0,2.0
1206,73.0,M,2580.91,1.0,1.0
1207,39.0,F,60303.25,0.0,1.0
1208,38.0,M,71446.02,1.0,0.0
1209,69.0,F,69903.0,0.0,3.0
1210,19.0,M,58520.86,1.0,1.0
1211,36.0,F,22586.32,0.0,3.0
1212,63.0,F,68041.96,0.0,3.0
1213,75.0,F,17209.56,0.0,2.0
1214,29.0,F,40088.98,0.0,5.0
1215,0.0,M,13719.15,0.0,5.0
1216,50.0,M,0.0,1.0,5.0
1217,27.0,M,68134.12,1.0,5.0
1218,76.0,M,51121.29,1.0,4.0
1219,67.0,F,77139.16,0.0,5.0
1220,46.0,F,49383.65,0.0,1.0
1221,68.0,F,25058.75,0.0,2.0
1222,54.0,M,2131.91,0.0,3.0
1223,44.0,M,21500.1,0.0,3.0
1224,45.0,N,15892.92,1.0,3.0
1225,42.0,M,5665.84,1.0,2.0
1226,34.0,F,65170.82,1.0,0.0
1227,62.0,N,75161.02,1.0,0.0
1228,47.0,N,0.0,0.0,3.0
1229,44.0,M,93762.43,0.0,2.0
1230,76.0,F,40964.89,0.0,2.0
1231,40.0,N,54802.5,1.0,3.0
1232,30.0,F,91115.96,1.0,1.0
1233,69.0,M,97801.36,1.0,4.0
1234,70.0,F,83455.13,1.0,4.0
1235,79.0,F,0.0,0.0,4.0
1236,54.0,M,30935.59,0.0,4.0
1237,0.0,M,15705.35,1.0,1.0
1238,36.0,F,30934.29,0.0,2.0
1239,0.0,F,24560.56,1.0,3.0
1240,0.0,M,22843.81,0.0,2.0
1241,38.0,F,47237.03,0.0,1.0
1242,61.0,M,91490.74,0.0,3.0
1243,27.0,F,30426.32,0.0,0.0
1244,19.0,F,0.0,1.0,1.0
1245,0.0,M,57583.24,0.0,3.0
1246,72.0,M,33027.22,1.0,2.0
1247,0.0,M,2845.21,0.0,2.0
1248,29.0,F,0.0,0.0,1.0
1249,52.0,M,61009.39,0.0,3.0
1250,56.0,M,17871.81,0.0,1.0
1251,49.0,M,59493.57,0.0,3.0
1252,21.0,M,52550.84,1.0,2.0
1253,60.0,F,57342.95,0.0,1.0
1254,78.0,F,0.0,0.0,1.0
1255,40.0,F,10355.15,0.0,2.0
1256,0.0,M,94864.87,1.0,3.0
1257,24.0,M,60979.31,0.0,3.0
1258,38.0,F,95814.28,1.0,2.0
1259,54.0,F,51175.84,0.0,0.0
1260,46.0,M,85151.93,1.0,4.0
1261,67.0,M,69925.76,1.0,4.0
1262,30.0,F,36205.81,0.0,5.0
1263,31.0,M,24941.08,0.0,1.0
1264,56.0,M,74309.12,0.0,3.0
1265,59.0,M,51539.66,0.0,4.0
1266,62.0,M,74668.83,1.0,0.0
1267,37.0,M,27082.93,0.0,0.0
1268,63.0,F,93633.22,0.0,2.0
1269,68.0,F,40654.67,1.0,4.0
1270,32.0,F,61276.46,0.0,3.0
1271,77.0,M,74957.85,0.0,2.0
1272,0.0,M,20890.42,1.0,2.0
1273,53.0,F,69888.92,0.0,3.0
1274,74.0,F,60766.35,1.0,4.0
1275,68.0,F,83550.32,0.0,2.0
1276,76.0,N,19753.09,0.0,1.0
1277,45.0,F,68704.04,0.0,0.0
1278,73.0,F,5650.44,0.0,2.0
1279,67.0,F,54259.91,1.0,2.0
1280,18.0,F,58901.67,1.0,1.0
1281,69.0,M,67220.04,1.0,0.0
1282,32.0,F,24244.42,0.0,2.0
1283,69.0,M,20175.0,0.0,5.0
1284,31.0,F,47584.61,1.0,0.0
1285,35.0,M,39350.93,0.0,5.0
1286,57.0,M,8592.42,1.0,5.0
1287,50.0,M,92958.8,0.0,0.0
1288,55.0,M,49286.79,0.0,4.0
1289,38.0,M,28305.41,1.0,1.0
1290,65.0,F,56894.76,0.0,1.0
1291,55.0,N,87965.06,0.0,5.0
1292,0.0,F,41674.9,1.0,3.0
1293,44.0,F,46110.12,1.0,4.0
1294,29.0,M,74603.12,1.0,1.0
1295,30.0,N,13333.61,0.0,0.0
1296,54.0,F,57158.67,1.0,2.0
1297,68.0,M,56853.1,0.0,4.0
1298,36.0,F,36668.43,0.0,3.0
1299,66.0,M,97167.17,1.0,5.0
1300,50.0,N,18305.47,1.0,1.0
1301,78.0,M,50630.7,0.0,2.0
1302,33.0,F,98975.19,0.0,1.0
1303,70.0,F,15068.52,1.0,2.0
1304,49.0,F,94628.04,0.0,3.0
1305,33.0,F,7089.95,0.0,3.0
1306,32.0,M,79706.17,1.0,3.0
1307,19.0,M,33278.47,0.0,5.0
1308,27.0,N,29862.57,0.0,3.0
1309,41.0,F,70628.05,1.0,2.0
1310,46.0,M,0.0,0.0,3.0
1311,54.0,F,1105.95,0.0,1.0
1312,0.0,M,26147.49,1.0,2.0
1313,65.0,F,59846.93,0.0,4.0
1314,26.0,N,29628.06,0.0,5.0
1315,0.0,M,69032.81,0.0,3.0
1316,76.0,M,64859.18,1.0,1.0
1317,26.0,M,21744.37,0.0,0.0
